Day,Month,Year,Regulated,Natural
22,4,1957,6.702,7.311255334
23,4,1957,6.723,7.282738911
24,4,1957,6.741,7.255853283
25,4,1957,6.753,7.23068222
26,4,1957,6.774,7.206792793
27,4,1957,6.833,7.183822395
28,4,1957,6.958,7.161998
29,4,1957,6.926,7.141844323
30,4,1957,6.887,7.124259824
1,5,1957,6.856,7.114604776
2,5,1957,6.828,7.107693555
3,5,1957,6.806,7.104050768
4,5,1957,6.782,7.103753355
5,5,1957,6.778,7.1063555
6,5,1957,6.767,7.11155832
7,5,1957,6.751,7.118913248
8,5,1957,6.75,7.12715502
9,5,1957,6.754,7.135095126
10,5,1957,6.776,7.142066768
11,5,1957,6.823,7.148516095
12,5,1957,6.902,7.154962395
13,5,1957,6.974,7.16147971
14,5,1957,6.976,7.167697894
15,5,1957,6.959,7.173469395
16,5,1957,6.957,7.178794774
17,5,1957,6.978,7.183896317
18,5,1957,6.982,7.188848166
19,5,1957,6.993,7.19379822
20,5,1957,7.014,7.199189518
21,5,1957,7.038,7.205169149
22,5,1957,7.044,7.212031414
23,5,1957,7.059,7.219480063
24,5,1957,7.06,7.226850943
25,5,1957,7.054,7.23362862
26,5,1957,7.028,7.239151395
27,5,1957,7.008,7.242979198
28,5,1957,6.989,7.244524735
29,5,1957,6.981,7.243567995
30,5,1957,6.986,7.239740358
31,5,1957,7.018,7.233113046
1,6,1957,7.08,7.228250958
2,6,1957,7.174,7.220954559
3,6,1957,7.181,7.212769086
4,6,1957,7.149,7.205242955
5,6,1957,7.126,7.19970638
6,6,1957,7.102,7.197269574
7,6,1957,7.03,7.19889416
8,6,1957,6.758,7.204800112
9,6,1957,6.758,7.214613091
10,6,1957,6.956,7.227072008
11,6,1957,6.959,7.240550141
12,6,1957,6.953,7.252985262
13,6,1957,6.965,7.26232248
14,6,1957,6.994,7.266951934
15,6,1957,7.143,7.265629395
16,6,1957,7.56,7.258059039
17,6,1957,7.363,7.244524735
18,6,1957,7.198,7.225892955
19,6,1957,7.104,7.203692941
20,6,1957,6.875,7.18056944
21,6,1957,6.838,7.159406355
22,6,1957,6.872,7.142215062
23,6,1957,6.929,7.128936377
24,6,1957,6.937,7.118541881
25,6,1957,6.896,7.110740864
26,6,1957,6.962,7.105537736
27,6,1957,7.229,7.10271236
28,6,1957,7.377,7.101373822
29,6,1957,7.429,7.101076352
30,6,1957,7.468,7.10189438
1,7,1957,7.429,7.101820016
2,7,1957,7.357,7.10412512
3,7,1957,7.269,7.109254456
4,7,1957,7.171,7.118096227
5,7,1957,7.069,7.132201599
6,7,1957,7.044,7.153184408
7,7,1957,6.991,7.182491734
8,7,1957,7.01,7.220217331
9,7,1957,7.008,7.264674147
10,7,1957,6.984,7.313378813
11,7,1957,7.067,7.363949619
12,7,1957,7.137,7.414401544
13,7,1957,7.281,7.462561995
14,7,1957,7.632,7.505351518
15,7,1957,7.599,7.539654934
16,7,1957,7.499,7.564101886
17,7,1957,7.285,7.57968062
18,7,1957,7.001,7.5883592
19,7,1957,6.943,7.592517104
20,7,1957,7.013,7.593950552
21,7,1957,7.064,7.59402222
22,7,1957,7.101,7.593663875
23,7,1957,7.126,7.593233848
24,7,1957,7.167,7.592947155
25,7,1957,7.242,7.593592205
26,7,1957,7.407,7.599611107
27,7,1957,7.551,7.62044048
28,7,1957,7.642,7.66406478
29,7,1957,7.648,7.729823955
30,7,1957,7.643,7.80870596
31,7,1957,7.679,7.88988999
1,8,1957,7.815,7.96316655
2,8,1957,7.923,8.026731454
3,8,1957,7.937,8.079836287
4,8,1957,7.931,8.123989709
5,8,1957,7.928,8.162232127
6,8,1957,7.921,8.198576665
7,8,1957,7.891,8.236031885
8,8,1957,7.741,8.27519576
9,8,1957,7.588,8.315374395
10,8,1957,7.585,8.354940895
11,8,1957,7.564,8.39262607
12,8,1957,7.527,8.42791262
13,8,1957,7.412,8.46062208
14,8,1957,7.066,8.490842681
15,8,1957,7.012,8.518726649
16,8,1957,7.012,8.544092662
17,8,1957,7.015,8.567023741
18,8,1957,7.001,8.587139528
19,8,1957,6.994,8.60432382
20,8,1957,6.929,8.618393293
21,8,1957,6.762,8.628966195
22,8,1957,6.726,8.63585598
23,8,1957,6.696,8.638610659
24,8,1957,6.637,8.636708694
25,8,1957,6.503,8.629491286
26,8,1957,6.478,8.616290611
27,8,1957,6.434,8.596163033
28,8,1957,6.426,8.568343949
29,8,1957,6.409,8.532244831
30,8,1957,6.405,8.488249875
31,8,1957,6.419,8.438336665
1,9,1957,6.42,8.38370318
2,9,1957,6.42,8.332174973
3,9,1957,6.451,8.289416456
4,9,1957,6.538,8.259464768
5,9,1957,6.507,8.243712246
6,9,1957,6.788,8.240450416
7,9,1957,6.842,8.246158014
8,9,1957,6.855,8.257157555
9,9,1957,6.834,8.27038382
10,9,1957,6.795,8.283798003
11,9,1957,6.743,8.295708557
12,9,1957,6.659,8.30490368
13,9,1957,6.627,8.31030912
14,9,1957,6.65,8.311052168
15,9,1957,6.696,8.306458006
16,9,1957,6.694,8.296655455
17,9,1957,6.653,8.282240595
18,9,1957,6.548,8.2649595
19,9,1957,6.433,8.247176931
20,9,1957,6.429,8.231203558
21,9,1957,6.434,8.218681328
22,9,1957,6.454,8.209689646
23,9,1957,6.484,8.203486777
24,9,1957,6.496,8.199122335
25,9,1957,6.462,8.195711475
26,9,1957,6.487,8.192640846
27,9,1957,6.484,8.189501144
28,9,1957,6.464,8.186155747
29,9,1957,6.467,8.182467871
30,9,1957,6.467,8.178573848
1,10,1957,6.488,8.172149286
2,10,1957,6.484,8.166405198
3,10,1957,6.46,8.161479448
4,10,1957,6.453,8.15730462
5,10,1957,6.475,8.153607629
6,10,1957,6.536,8.150320435
7,10,1957,6.543,8.147648912
8,10,1957,6.522,8.146073113
9,10,1957,6.52,8.145936077
10,10,1957,6.559,8.147648912
11,10,1957,6.714,8.151347782
12,10,1957,6.753,8.156756991
13,10,1957,6.759,8.163395264
14,10,1957,6.802,8.170645155
15,10,1957,6.695,8.178710502
16,10,1957,6.572,8.188613683
17,10,1957,6.581,8.202123065
18,10,1957,6.522,8.22011118
19,10,1957,6.503,8.24187758
20,10,1957,6.517,8.265502047
21,10,1957,6.537,8.289281104
22,10,1957,6.568,8.31166008
23,10,1957,6.807,8.332174973
24,10,1957,6.824,8.350499069
25,10,1957,6.802,8.366441158
26,10,1957,6.8,8.38014547
27,10,1957,6.8,8.391418875
28,10,1957,6.8,8.400536696
29,10,1957,6.796,8.407437181
30,10,1957,6.766,8.412459136
31,10,1957,6.704,8.415939704
1,11,1957,6.663,8.415805856
2,11,1957,6.554,8.415002734
3,11,1957,6.522,8.41386488
4,11,1957,6.495,8.412927737
5,11,1957,6.395,8.412793853
6,11,1957,6.377,8.413931816
7,11,1957,6.41,8.41607355
8,11,1957,6.454,8.418415603
9,11,1957,6.451,8.4198875
10,11,1957,6.45,8.419552995
11,11,1957,6.45,8.417144264
12,11,1957,6.45,8.412927737
13,11,1957,6.446,8.407705075
14,11,1957,6.431,8.402278966
15,11,1957,6.471,8.397386521
16,11,1957,6.656,8.39356491
17,11,1957,6.783,8.390949375
18,11,1957,6.735,8.389607839
19,11,1957,6.593,8.389406595
20,11,1957,6.58,8.390077395
21,11,1957,6.578,8.39108352
22,11,1957,6.573,8.391284734
23,11,1957,6.573,8.38927243
24,11,1957,6.558,8.384776985
25,11,1957,6.576,8.37920551
26,11,1957,6.541,8.37584787
27,11,1957,6.427,8.376922424
28,11,1957,6.401,8.382495027
29,11,1957,6.406,8.39021155
30,11,1957,6.434,8.39691727
1,12,1957,6.475,8.401072808
2,12,1957,6.555,8.400603711
3,12,1957,6.61,8.395911667
4,12,1957,6.625,8.388064875
5,12,1957,6.615,8.377526815
6,12,1957,6.629,8.36355038
7,12,1957,6.626,8.343496291
8,12,1957,6.588,8.313551155
9,12,1957,6.496,8.269977085
10,12,1957,6.471,8.211801955
11,12,1957,6.434,8.142029878
12,12,1957,6.428,8.064736894
13,12,1957,6.417,7.984577355
14,12,1957,6.398,7.905559328
15,12,1957,6.379,7.831513875
16,12,1957,6.377,7.766428899
17,12,1957,6.402,7.712936998
18,12,1957,6.424,7.670762957
19,12,1957,6.448,7.63695102
20,12,1957,6.452,7.607775103
21,12,1957,6.457,7.580111101
22,12,1957,6.453,7.551524671
23,12,1957,6.459,7.520568627
24,12,1957,6.458,7.487298718
25,12,1957,6.451,7.451697795
26,12,1957,6.458,7.414401544
27,12,1957,6.475,7.375979406
28,12,1957,6.432,7.337007232
29,12,1957,6.423,7.297334566
30,12,1957,6.427,7.256588575
31,12,1957,6.423,7.214613091
1,1,1958,6.427,7.171989755
2,1,1958,6.423,7.129604326
3,1,1958,6.441,7.088576816
4,1,1958,6.542,7.049666936
5,1,1958,6.752,7.013492195
6,1,1958,6.7,6.979849613
7,1,1958,6.506,6.948457311
8,1,1958,6.383,6.918954137
9,1,1958,6.385,6.891201343
10,1,1958,6.412,6.865512031
11,1,1958,6.427,6.842730846
12,1,1958,6.417,6.823706201
13,1,1958,6.401,6.809440159
14,1,1958,6.396,6.800554688
15,1,1958,6.379,6.797363696
16,1,1958,6.371,6.800022905
17,1,1958,6.364,6.808225375
18,1,1958,6.358,6.82173408
19,1,1958,6.426,6.840231037
20,1,1958,6.472,6.863470016
21,1,1958,6.467,6.891125854
22,1,1958,6.488,6.922871359
23,1,1958,6.502,6.957852286
24,1,1958,6.558,6.994770195
25,1,1958,6.6,7.030544862
26,1,1958,6.582,7.060486169
27,1,1958,6.574,7.080684395
28,1,1958,6.546,7.090809704
29,1,1958,6.508,7.093116643
30,1,1958,6.453,7.088800121
31,1,1958,6.445,7.077779449
1,2,1958,6.463,7.057278584
2,2,1958,6.481,7.032413407
3,2,1958,6.501,7.004433869
4,2,1958,6.542,6.97339662
5,2,1958,6.529,6.938378957
6,2,1958,6.515,6.899351801
7,2,1958,6.498,6.857644889
8,2,1958,6.512,6.815057203
9,2,1958,6.49,6.773408765
10,2,1958,6.477,6.73400623
11,2,1958,6.456,6.697021854
12,2,1958,6.415,6.662628185
13,2,1958,6.348,6.63061351
14,2,1958,6.349,6.601378894
15,2,1958,6.356,6.575018355
16,2,1958,6.386,6.551856555
17,2,1958,6.419,6.532682286
18,2,1958,6.433,6.518440318
19,2,1958,6.46,6.51100435
20,2,1958,6.506,6.512398875
21,2,1958,6.506,6.524943766
22,2,1958,6.491,6.550002056
23,2,1958,6.488,6.587510758
24,2,1958,6.481,6.635531552
25,2,1958,6.482,6.690440446
26,2,1958,6.491,6.747431862
27,2,1958,6.501,6.80146627
28,2,1958,6.505,6.847804877
1,3,1958,6.491,6.886444755
2,3,1958,6.49,6.91096568
3,3,1958,6.49,6.922042806
4,3,1958,6.49,6.921364863
5,3,1958,6.488,6.91179488
6,3,1958,6.483,6.897314624
7,3,1958,6.495,6.882895155
8,3,1958,6.524,6.87390392
9,3,1958,6.554,6.87405508
10,3,1958,6.578,6.88523648
11,3,1958,6.578,6.90795
12,3,1958,6.571,6.941689059
13,3,1958,6.525,6.984874894
14,3,1958,6.38,7.034730056
15,3,1958,6.44,7.087906879
16,3,1958,6.408,7.140880355
17,3,1958,6.419,7.190473755
18,3,1958,6.426,7.234291472
19,3,1958,6.448,7.270698425
20,3,1958,6.452,7.298653995
21,3,1958,6.465,7.31806392
22,3,1958,6.482,7.328965088
23,3,1958,6.462,7.331597595
24,3,1958,6.456,7.326039472
25,3,1958,6.441,7.312353727
26,3,1958,6.438,7.290515453
27,3,1958,6.435,7.260778976
28,3,1958,6.451,7.223608249
29,3,1958,6.459,7.180125795
30,3,1958,6.437,7.13183059
31,3,1958,6.378,7.080982304
1,4,1958,6.485,7.03547728
2,4,1958,6.518,6.991772355
3,4,1958,6.52,6.952667033
4,4,1958,6.502,6.919632195
5,4,1958,6.454,6.893088438
6,4,1958,6.52,6.872996926
7,4,1958,6.548,6.859006819
8,4,1958,6.548,6.849849128
9,4,1958,6.523,6.844397144
10,4,1958,6.47,6.841064355
11,4,1958,6.515,6.838867321
12,4,1958,6.52,6.837048831
13,4,1958,6.52,6.835230111
14,4,1958,6.52,6.833562749
15,4,1958,6.52,6.832122598
16,4,1958,6.52,6.830909728
17,4,1958,6.52,6.83007582
18,4,1958,6.52,6.829772569
19,4,1958,6.508,6.830379065
20,4,1958,6.456,6.83235
21,4,1958,6.423,6.836442617
22,4,1958,6.42,6.843412537
23,4,1958,6.42,6.853936755
24,4,1958,6.42,6.868839135
25,4,1958,6.422,6.888407984
26,4,1958,6.429,6.912850155
27,4,1958,6.43,6.94191472
28,4,1958,6.43,6.974972624
29,4,1958,6.428,7.011172025
30,4,1958,6.421,7.049517646
1,5,1958,6.42,7.094158361
2,5,1958,6.42,7.13754302
3,5,1958,6.42,7.179460301
4,5,1958,6.422,7.219258875
5,5,1958,6.433,7.256294463
6,5,1958,6.447,7.290075391
7,5,1958,6.439,7.320405859
8,5,1958,6.431,7.347381752
9,5,1958,6.43,7.3713146
10,5,1958,6.43,7.393021158
11,5,1958,6.432,7.413166205
12,5,1958,6.439,7.432264686
13,5,1958,6.436,7.45082827
14,5,1958,6.418,7.468859107
15,5,1958,6.411,7.485636605
16,5,1958,6.446,7.499505149
17,5,1958,6.446,7.507444025
18,5,1958,6.441,7.505351518
19,5,1958,6.49,7.488093567
20,5,1958,6.545,7.4513355
21,5,1958,6.548,7.393603395
22,5,1958,6.537,7.318137112
23,5,1958,6.51,7.233186701
24,5,1958,6.474,7.148812543
25,5,1958,6.497,7.074128782
26,5,1958,6.464,7.014240555
27,5,1958,6.454,6.970244083
28,5,1958,6.43,6.940635929
29,5,1958,6.421,6.923022
30,5,1958,6.416,6.915035833
31,5,1958,6.398,6.914809744
1,6,1958,6.381,6.922570073
2,6,1958,6.4,6.936648368
3,6,1958,6.487,6.957251195
4,6,1958,6.545,6.984424942
5,6,1958,6.562,7.018206195
6,6,1958,6.61,7.058845171
7,6,1958,6.613,7.10628116
8,6,1958,6.534,7.160220925
9,6,1958,6.461,7.219332605
10,6,1958,6.499,7.281711485
11,6,1958,6.478,7.34511758
12,6,1958,6.459,7.406551542
13,6,1958,6.441,7.462055199
14,6,1958,6.404,7.507804768
15,6,1958,6.396,7.541454079
16,6,1958,6.379,7.563599033
17,6,1958,6.373,7.576666851
18,6,1958,6.379,7.583554429
19,6,1958,6.386,7.586638294
20,6,1958,6.394,7.587857293
21,6,1958,6.353,7.5882158
22,6,1958,6.428,7.5883592
23,6,1958,6.62,7.588502598
24,6,1958,6.664,7.58878939
25,6,1958,6.794,7.589219566
26,6,1958,6.822,7.58972142
27,6,1958,6.796,7.59043832
28,6,1958,6.778,7.591298547
29,6,1958,6.798,7.592445427
30,6,1958,6.775,7.597318525
1,7,1958,6.683,7.62001135
2,7,1958,6.685,7.671617789
3,7,1958,6.671,7.75518267
4,7,1958,6.668,7.860315555
5,7,1958,6.61,7.972555827
6,7,1958,6.412,8.080663097
7,7,1958,6.372,8.177617222
8,7,1958,6.372,8.25953262
9,7,1958,6.43,8.325430733
10,7,1958,6.622,8.377123891
11,7,1958,6.634,8.415939704
12,7,1958,6.595,8.44334476
13,7,1958,6.524,8.461488574
14,7,1958,6.507,8.472547096
15,7,1958,6.489,8.478737715
16,7,1958,6.483,8.481731934
17,7,1958,6.513,8.48279635
18,7,1958,6.645,8.482530256
19,7,1958,6.844,8.481199688
20,7,1958,6.975,8.478671168
21,7,1958,7.006,8.474544448
22,7,1958,6.985,8.468151654
23,7,1958,6.89,8.458688888
24,7,1958,6.753,8.445213872
25,7,1958,6.75,8.427177224
26,7,1958,6.826,8.404824875
27,7,1958,6.992,8.379876918
28,7,1958,7.076,8.355815595
29,7,1958,7.126,8.336960955
30,7,1958,7.142,8.327454425
31,7,1958,7.213,8.329477757
1,8,1958,7.322,8.343092153
2,8,1958,7.339,8.366844464
3,8,1958,7.34,8.398660102
4,8,1958,7.34,8.436065587
5,8,1958,7.344,8.476874237
6,8,1958,7.363,8.51932339
7,8,1958,7.408,8.56213758
8,8,1958,7.525,8.604258032
9,8,1958,7.605,8.645363195
10,8,1958,7.783,8.685136366
11,8,1958,7.794,8.72346056
12,8,1958,7.77,8.760220222
13,8,1958,7.767,8.795430296
14,8,1958,7.79,8.82891192
15,8,1958,7.811,8.860552243
16,8,1958,7.879,8.890111102
17,8,1958,7.985,8.917541791
18,8,1958,8.047,8.942414899
19,8,1958,8.132,8.964367318
20,8,1958,8.404,8.98297358
21,8,1958,8.426,8.997491768
22,8,1958,8.406,9.006357184
23,8,1958,8.382,9.010090975
24,8,1958,8.384,9.010407334
25,8,1958,8.41,9.00768632
26,8,1958,8.458,9.003508441
27,8,1958,8.493,9.000215551
28,8,1958,8.595,8.99901211
29,8,1958,8.704,9.001292192
30,8,1958,8.908,9.008762158
31,8,1958,8.984,9.022358371
1,9,1958,8.982,9.040668159
2,9,1958,8.953,9.064986931
3,9,1958,8.94,9.094391933
4,9,1958,8.9,9.127961827
5,9,1958,8.876,9.164594032
6,9,1958,8.852,9.203446157
7,9,1958,8.85,9.243254158
8,9,1958,8.854,9.283512
9,9,1958,8.869,9.32402808
10,9,1958,8.876,9.364674875
11,9,1958,8.892,9.405205504
12,9,1958,8.884,9.445679624
13,9,1958,8.928,9.48615582
14,9,1958,8.943,9.526571758
15,9,1958,8.963,9.566687225
16,9,1958,8.983,9.606028755
17,9,1958,9.004,9.644367775
18,9,1958,9.03,9.681774029
19,9,1958,9.047,9.718726395
20,9,1958,9.079,9.755228648
21,9,1958,9.099,9.791807638
22,9,1958,9.142,9.829559779
23,9,1958,9.174,9.869273341
24,9,1958,9.206,9.911777165
25,9,1958,9.243,9.957423875
26,9,1958,9.274,10.00632678
27,9,1958,9.31,10.05853434
28,9,1958,9.362,10.1142548
29,9,1958,9.394,10.17379388
30,9,1958,9.43,10.23710896
1,10,1958,9.48,10.30485678
2,10,1958,9.501,10.37814275
3,10,1958,9.525,10.4597155
4,10,1958,9.59,10.5558974
5,10,1958,9.62,10.67773222
6,10,1958,9.635,10.82921296
7,10,1958,9.67,11.01030733
8,10,1958,9.726,11.21811859
9,10,1958,9.772,11.44842673
10,10,1958,9.806,11.69880496
11,10,1958,9.851,11.96493791
12,10,1958,9.905,12.22971054
13,10,1958,9.922,12.45738754
14,10,1958,9.978,12.62248724
15,10,1958,10.032,12.72250047
16,10,1958,10.072,12.77036772
17,10,1958,10.135,12.78141614
18,10,1958,10.188,12.767211
19,10,1958,10.248,12.73580761
20,10,1958,10.304,12.69252704
21,10,1958,10.347,12.64061427
22,10,1958,10.279,12.58232497
23,10,1958,10.008,12.51957576
24,10,1958,10.463,12.45385622
25,10,1958,10.556,12.38668684
26,10,1958,10.604,12.31968586
27,10,1958,10.639,12.25414916
28,10,1958,10.655,12.19099934
29,10,1958,10.682,12.13116413
30,10,1958,10.699,12.07505304
31,10,1958,10.702,12.02267143
1,11,1958,10.709,11.974402
2,11,1958,10.708,11.93102881
3,11,1958,10.699,11.899845
4,11,1958,10.687,11.8599687
5,11,1958,10.668,11.81305249
6,11,1958,10.644,11.7631702
7,11,1958,10.609,11.7095955
8,11,1958,10.586,11.65169678
9,11,1958,10.552,11.58916117
10,11,1958,10.508,11.52219327
11,11,1958,10.474,11.45182367
12,11,1958,10.433,11.37964805
13,11,1958,10.386,11.30740088
14,11,1958,10.341,11.23648694
15,11,1958,10.29,11.16780656
16,11,1958,10.268,11.1011365
17,11,1958,10.244,11.03613582
18,11,1958,10.209,10.9729835
19,11,1958,10.186,10.91215841
20,11,1958,10.154,10.85410088
21,11,1958,10.123,10.7996649
22,11,1958,10.12,10.74967206
23,11,1958,10.118,10.70480154
24,11,1958,10.111,10.665528
25,11,1958,10.11,10.63268378
26,11,1958,10.11,10.60751475
27,11,1958,10.11,10.59042187
28,11,1958,10.112,10.58146636
29,11,1958,10.125,10.58031334
30,11,1958,10.15,10.58654782
1,12,1958,10.165,10.59680403
2,12,1958,10.194,10.61539336
3,12,1958,10.22,10.63907838
4,12,1958,10.231,10.67628543
5,12,1958,10.245,10.70989368
6,12,1958,10.274,10.762997
7,12,1958,10.304,10.82603198
8,12,1958,10.332,10.89969151
9,12,1958,10.356,10.98357952
10,12,1958,10.393,11.076512
11,12,1958,10.424,11.17500784
12,12,1958,10.454,11.27374446
13,12,1958,10.482,11.36801982
14,12,1958,10.504,11.45408705
15,12,1958,10.536,11.5296891
16,12,1958,10.575,11.594224
17,12,1958,10.609,11.64808689
18,12,1958,10.623,11.69212889
19,12,1958,10.641,11.72716728
20,12,1958,10.651,11.75390921
21,12,1958,10.663,11.77292036
22,12,1958,10.681,11.78459262
23,12,1958,10.691,11.78932049
24,12,1958,10.699,11.78725266
25,12,1958,10.706,11.77854884
26,12,1958,10.728,11.76329751
27,12,1958,10.724,11.74134687
28,12,1958,10.698,11.71255741
29,12,1958,10.681,11.67680234
30,12,1958,10.672,11.64573681
31,12,1958,10.643,11.59325586
1,1,1959,10.634,11.53329912
2,1,1959,10.6,11.4628595
3,1,1959,10.539,11.38597994
4,1,1959,10.46,11.30479424
5,1,1959,10.366,11.22086116
6,1,1959,10.21,11.134448
7,1,1959,9.974,11.04379437
8,1,1959,9.551,10.9468832
9,1,1959,8.595,10.84091337
10,1,1959,6.97,10.71765294
11,1,1959,6.365,10.55889497
12,1,1959,6.264,10.35199126
13,1,1959,6.299,10.08403316
14,1,1959,6.352,9.715560224
15,1,1959,6.388,9.20071608
16,1,1959,6.423,8.629491286
17,1,1959,6.419,8.227938195
18,1,1959,6.449,8.021262553
19,1,1959,6.471,7.900874621
20,1,1959,6.51,7.817017408
21,1,1959,6.488,7.755678
22,1,1959,6.469,7.712581987
23,1,1959,6.445,7.684504518
24,1,1959,6.384,7.667913101
25,1,1959,6.373,7.658504035
26,1,1959,6.381,7.651014574
27,1,1959,6.385,7.639522169
28,1,1959,6.371,7.619009992
29,1,1959,6.368,7.587283661
30,1,1959,6.359,7.545986816
31,1,1959,6.351,7.498783193
1,2,1959,6.35,7.45184271
2,2,1959,6.354,7.40364295
3,2,1959,6.369,7.35628863
4,2,1959,6.37,7.311328563
5,2,1959,6.372,7.270257715
6,2,1959,6.387,7.23510158
7,2,1959,6.417,7.20782592
8,2,1959,6.42,7.190473755
9,2,1959,6.416,7.18426592
10,2,1959,6.397,7.189291528
11,2,1959,6.383,7.204431065
12,2,1959,6.444,7.227661496
13,2,1959,6.682,7.256515048
14,2,1959,6.83,7.288388355
15,2,1959,6.886,7.32099128
16,2,1959,6.884,7.351470894
17,2,1959,6.85,7.376635263
18,2,1959,6.793,7.393894504
19,2,1959,6.719,7.403279331
20,2,1959,6.596,7.406624249
21,2,1959,6.483,7.405824454
22,2,1959,6.482,7.401679289
23,2,1959,6.726,7.394185606
24,2,1959,6.75,7.385668217
25,2,1959,6.748,7.374886239
26,2,1959,6.741,7.36263662
27,2,1959,6.74,7.349134395
28,2,1959,6.752,7.335033699
1,3,1959,6.802,7.319308126
2,3,1959,6.834,7.313744896
3,3,1959,6.887,7.306274824
4,3,1959,6.98,7.30143903
5,3,1959,6.96,7.299533542
6,3,1959,7.023,7.30121918
7,3,1959,6.695,7.307446875
8,3,1959,6.675,7.31879582
9,3,1959,6.7,7.3348144
10,3,1959,6.733,7.354536928
11,3,1959,6.806,7.377363955
12,3,1959,6.76,7.403570227
13,3,1959,6.774,7.43313544
14,3,1959,6.839,7.46509568
15,3,1959,7.013,7.49690592
16,3,1959,7.103,7.525396875
17,3,1959,7.17,7.548144704
18,3,1959,7.25,7.564532888
19,3,1959,7.204,7.575231475
20,3,1959,7.164,7.581402457
21,3,1959,7.16,7.58419995
22,3,1959,7.16,7.584486838
23,3,1959,7.17,7.582765414
24,3,1959,7.236,7.579321875
25,3,1959,7.383,7.574370173
26,3,1959,7.516,7.568483065
27,3,1959,7.513,7.562377736
28,3,1959,7.477,7.560150367
29,3,1959,7.44,7.572647395
30,3,1959,7.398,7.611425734
31,3,1959,7.414,7.678027193
1,4,1959,7.442,7.764944128
2,4,1959,7.461,7.856947126
3,4,1959,7.469,7.942623871
4,4,1959,7.468,8.01426703
5,4,1959,7.457,8.068116963
6,4,1959,7.436,8.104134195
7,4,1959,7.385,8.124676153
8,4,1959,7.247,8.133184735
9,4,1959,7.118,8.132567384
10,4,1959,7.128,8.124813437
11,4,1959,7.13,8.110939673
12,4,1959,7.13,8.091612886
13,4,1959,7.13,8.067772102
14,4,1959,7.136,8.040842134
15,4,1959,7.156,8.012465542
16,4,1959,7.149,7.98402171
17,4,1959,7.139,7.956624526
18,4,1959,7.137,7.93083967
19,4,1959,7.175,7.907236995
20,4,1959,7.253,7.887019769
21,4,1959,7.332,7.8719576
22,4,1959,7.502,7.864244224
23,4,1959,7.659,7.866137955
24,4,1959,7.712,7.879175737
25,4,1959,7.707,7.903392
26,4,1959,7.742,7.937674504
27,4,1959,7.789,7.979923039
28,4,1959,7.811,8.026662243
29,4,1959,7.954,8.073840195
30,4,1959,7.959,8.118015958
1,5,1959,7.949,8.162437395
2,5,1959,7.923,8.203145864
3,5,1959,7.858,8.24167371
4,5,1959,7.865,8.278176795
5,5,1959,7.878,8.312132878
6,5,1959,7.834,8.341947016
7,5,1959,7.768,8.36617228
8,5,1959,7.667,8.38309912
9,5,1959,7.651,8.391351805
10,5,1959,7.642,8.389876159
11,5,1959,7.617,8.378198323
12,5,1959,7.621,8.356892056
13,5,1959,7.593,8.327791672
14,5,1959,7.59,8.29340862
15,5,1959,7.649,8.256614614
16,5,1959,7.853,8.219362232
17,5,1959,7.808,8.182262955
18,5,1959,7.767,8.145113827
19,5,1959,7.746,8.108052979
20,5,1959,7.761,8.071633974
21,5,1959,7.761,8.036417046
22,5,1959,7.719,8.003037968
23,5,1959,7.669,7.97262535
24,5,1959,7.684,7.946038456
25,5,1959,7.706,7.923721784
26,5,1959,7.701,7.905419512
27,5,1959,7.698,7.890449955
28,5,1959,7.687,7.878264944
29,5,1959,7.646,7.86831188
30,5,1959,7.539,7.860245389
31,5,1959,7.503,7.853577776
1,6,1959,7.546,7.849083875
2,6,1959,7.588,7.848100616
3,6,1959,7.603,7.853086335
4,6,1959,7.624,7.864594937
5,6,1959,7.658,7.879736191
6,6,1959,7.702,7.894578905
7,6,1959,7.728,7.906328287
8,6,1959,7.73,7.914783646
9,6,1959,7.732,7.921278413
10,6,1959,7.739,7.927211464
11,6,1959,7.744,7.933211374
12,6,1959,7.761,7.939487182
13,6,1959,7.775,7.946038456
14,6,1959,7.804,7.953004016
15,6,1959,7.834,7.96059192
16,6,1959,7.864,7.968800991
17,6,1959,7.933,7.977421471
18,6,1959,8.137,7.98652191
19,6,1959,8.26,7.995684875
20,6,1959,8.191,8.004632857
21,6,1959,8.122,8.012950585
22,6,1959,8.096,8.019323609
23,6,1959,8.029,8.020777846
24,6,1959,7.848,8.01080239
25,6,1959,7.704,7.978741808
26,6,1959,7.433,7.912548088
27,6,1959,7.299,7.809762809
28,6,1959,7.222,7.688133219
29,6,1959,6.978,7.578676109
30,6,1959,6.874,7.500876755
1,7,1959,6.896,7.452277446
2,7,1959,6.966,7.420794392
3,7,1959,7.12,7.39978808
4,7,1959,7.151,7.385085631
5,7,1959,7.159,7.373647208
6,7,1959,7.154,7.363730795
7,7,1959,7.079,7.354536928
8,7,1959,6.842,7.34592104
9,7,1959,6.681,7.337884264
10,7,1959,6.657,7.330281406
11,7,1959,6.641,7.323625357
12,7,1959,6.64,7.318503065
13,7,1959,6.646,7.316014387
14,7,1959,6.674,7.317185587
15,7,1959,6.706,7.323113216
16,7,1959,6.737,7.334668198
17,7,1959,6.742,7.352273971
18,7,1959,6.765,7.375250638
19,7,1959,6.819,7.402042952
20,7,1959,6.798,7.431466445
21,7,1959,6.776,7.462634393
22,7,1959,6.752,7.494378395
23,7,1959,6.744,7.524388136
